unit_no,house_no,_name,street_type,suburb,postcode,service_option
7,117,Victoria ,Street,WERRINGTON,2747,C&R
8,117,Victoria ,Street,WERRINGTON,2747,C&R
9,117,Victoria ,Street,WERRINGTON,2747,C&R
10,117,Victoria ,Street,WERRINGTON,2747,C&R
11,117,Victoria ,Street,WERRINGTON,2747,C&R
12,117,Victoria ,Street,WERRINGTON,2747,C&R
1,128,Victoria ,Street,WERRINGTON,2747,C&R
2,128,Victoria ,Street,WERRINGTON,2747,C&R
3,128,Victoria ,Street,WERRINGTON,2747,C&R
4,128,Victoria ,Street,WERRINGTON,2747,C&R
5,128,Victoria ,Street,WERRINGTON,2747,C&R
6,128,Victoria ,Street,WERRINGTON,2747,C&R
7,128,Victoria ,Street,WERRINGTON,2747,C&R
8,128,Victoria ,Street,WERRINGTON,2747,C&R
9,128,Victoria ,Street,WERRINGTON,2747,C&R
1,138,Victoria ,Street,WERRINGTON,2747,C&R
2,138,Victoria ,Street,WERRINGTON,2747,C&R
3,138,Victoria ,Street,WERRINGTON,2747,C&R
4,138,Victoria ,Street,WERRINGTON,2747,C&R
5,138,Victoria ,Street,WERRINGTON,2747,C&R
6,138,Victoria ,Street,WERRINGTON,2747,C&R
7,138,Victoria ,Street,WERRINGTON,2747,C&R
8,138,Victoria ,Street,WERRINGTON,2747,C&R
9,138,Victoria ,Street,WERRINGTON,2747,C&R
10,138,Victoria ,Street,WERRINGTON,2747,C&R
11,138,Victoria ,Street,WERRINGTON,2747,C&R
12,138,Victoria ,Street,WERRINGTON,2747,C&R
13,138,Victoria ,Street,WERRINGTON,2747,C&R
14,138,Victoria ,Street,WERRINGTON,2747,C&R
1,40,Victoria ,Street,WERRINGTON,2747,C&R
2,40,Victoria ,Street,WERRINGTON,2747,C&R
3,40,Victoria ,Street,WERRINGTON,2747,C&R
4,40,Victoria ,Street,WERRINGTON,2747,C&R
5,40,Victoria ,Street,WERRINGTON,2747,C&R
6,40,Victoria ,Street,WERRINGTON,2747,C&R
7,40,Victoria ,Street,WERRINGTON,2747,C&R
8,40,Victoria ,Street,WERRINGTON,2747,C&R
9,40,Victoria ,Street,WERRINGTON,2747,C&R
10,40,Victoria ,Street,WERRINGTON,2747,C&R
11,40,Victoria ,Street,WERRINGTON,2747,C&R
12,40,Victoria ,Street,WERRINGTON,2747,C&R
13,40,Victoria ,Street,WERRINGTON,2747,C&R
14,40,Victoria ,Street,WERRINGTON,2747,C&R
15,40,Victoria ,Street,WERRINGTON,2747,C&R
16,40,Victoria ,Street,WERRINGTON,2747,C&R
17,40,Victoria ,Street,WERRINGTON,2747,C&R
18,40,Victoria ,Street,WERRINGTON,2747,C&R
19,40,Victoria ,Street,WERRINGTON,2747,C&R
20,40,Victoria ,Street,WERRINGTON,2747,C&R
21,40,Victoria ,Street,WERRINGTON,2747,C&R
22,40,Victoria ,Street,WERRINGTON,2747,C&R
23,40,Victoria ,Street,WERRINGTON,2747,C&R
24,40,Victoria ,Street,WERRINGTON,2747,C&R
25,40,Victoria ,Street,WERRINGTON,2747,C&R
26,40,Victoria ,Street,WERRINGTON,2747,C&R
27,40,Victoria ,Street,WERRINGTON,2747,C&R
28,40,Victoria ,Street,WERRINGTON,2747,C&R
29,40,Victoria ,Street,WERRINGTON,2747,C&R
30,40,Victoria ,Street,WERRINGTON,2747,C&R
31,40,Victoria ,Street,WERRINGTON,2747,C&R
32,40,Victoria ,Street,WERRINGTON,2747,C&R
33,40,Victoria ,Street,WERRINGTON,2747,C&R
34,40,Victoria ,Street,WERRINGTON,2747,C&R
35,40,Victoria ,Street,WERRINGTON,2747,C&R
36,40,Victoria ,Street,WERRINGTON,2747,C&R
37,40,Victoria ,Street,WERRINGTON,2747,C&R
38,40,Victoria ,Street,WERRINGTON,2747,C&R
39,40,Victoria ,Street,WERRINGTON,2747,C&R
40,40,Victoria ,Street,WERRINGTON,2747,C&R
41,40,Victoria ,Street,WERRINGTON,2747,C&R
42,40,Victoria ,Street,WERRINGTON,2747,C&R
1,41,Victoria ,Street,WERRINGTON,2747,C&R
2,41,Victoria ,Street,WERRINGTON,2747,C&R
3,41,Victoria ,Street,WERRINGTON,2747,C&R
4,41,Victoria ,Street,WERRINGTON,2747,C&R
5,41,Victoria ,Street,WERRINGTON,2747,C&R
6,41,Victoria ,Street,WERRINGTON,2747,C&R
7,41,Victoria ,Street,WERRINGTON,2747,C&R
8,41,Victoria ,Street,WERRINGTON,2747,C&R
9,41,Victoria ,Street,WERRINGTON,2747,C&R
10,41,Victoria ,Street,WERRINGTON,2747,C&R
11,41,Victoria ,Street,WERRINGTON,2747,C&R
12,41,Victoria ,Street,WERRINGTON,2747,C&R
13,41,Victoria ,Street,WERRINGTON,2747,C&R
14,41,Victoria ,Street,WERRINGTON,2747,C&R
15,41,Victoria ,Street,WERRINGTON,2747,C&R
16,41,Victoria ,Street,WERRINGTON,2747,C&R
17,41,Victoria ,Street,WERRINGTON,2747,C&R
18,41,Victoria ,Street,WERRINGTON,2747,C&R
19,41,Victoria ,Street,WERRINGTON,2747,C&R
20,41,Victoria ,Street,WERRINGTON,2747,C&R
21,41,Victoria ,Street,WERRINGTON,2747,C&R
22,41,Victoria ,Street,WERRINGTON,2747,C&R
1,44,Victoria ,Street,WERRINGTON,2747,C&R
2,44,Victoria ,Street,WERRINGTON,2747,C&R
3,44,Victoria ,Street,WERRINGTON,2747,C&R
4,44,Victoria ,Street,WERRINGTON,2747,C&R
5,44,Victoria ,Street,WERRINGTON,2747,C&R
6,44,Victoria ,Street,WERRINGTON,2747,C&R
7,44,Victoria ,Street,WERRINGTON,2747,C&R
8,44,Victoria ,Street,WERRINGTON,2747,C&R
9,44,Victoria ,Street,WERRINGTON,2747,C&R
10,44,Victoria ,Street,WERRINGTON,2747,C&R
11,44,Victoria ,Street,WERRINGTON,2747,C&R
12,44,Victoria ,Street,WERRINGTON,2747,C&R
13,44,Victoria ,Street,WERRINGTON,2747,C&R
14,44,Victoria ,Street,WERRINGTON,2747,C&R
15,44,Victoria ,Street,WERRINGTON,2747,C&R
16,44,Victoria ,Street,WERRINGTON,2747,C&R
17,44,Victoria ,Street,WERRINGTON,2747,C&R
18,44,Victoria ,Street,WERRINGTON,2747,C&R
19,44,Victoria ,Street,WERRINGTON,2747,C&R
20,44,Victoria ,Street,WERRINGTON,2747,C&R
21,44,Victoria ,Street,WERRINGTON,2747,C&R
22,44,Victoria ,Street,WERRINGTON,2747,C&R
1,45,Victoria ,Street,WERRINGTON,2747,C&R
2,45,Victoria ,Street,WERRINGTON,2747,C&R
3,45,Victoria ,Street,WERRINGTON,2747,C&R
4,45,Victoria ,Street,WERRINGTON,2747,C&R
5,45,Victoria ,Street,WERRINGTON,2747,C&R
6,45,Victoria ,Street,WERRINGTON,2747,C&R
7,45,Victoria ,Street,WERRINGTON,2747,C&R
8,45,Victoria ,Street,WERRINGTON,2747,C&R
9,45,Victoria ,Street,WERRINGTON,2747,C&R
10,45,Victoria ,Street,WERRINGTON,2747,C&R
11,45,Victoria ,Street,WERRINGTON,2747,C&R
12,45,Victoria ,Street,WERRINGTON,2747,C&R
13,45,Victoria ,Street,WERRINGTON,2747,C&R
14,45,Victoria ,Street,WERRINGTON,2747,C&R
15,45,Victoria ,Street,WERRINGTON,2747,C&R
16,45,Victoria ,Street,WERRINGTON,2747,C&R
17,45,Victoria ,Street,WERRINGTON,2747,C&R
18,45,Victoria ,Street,WERRINGTON,2747,C&R
1,48,Victoria ,Street,WERRINGTON,2747,C&R
2,48,Victoria ,Street,WERRINGTON,2747,C&R
3,48,Victoria ,Street,WERRINGTON,2747,C&R
4,48,Victoria ,Street,WERRINGTON,2747,C&R
5,48,Victoria ,Street,WERRINGTON,2747,C&R
6,48,Victoria ,Street,WERRINGTON,2747,C&R
7,48,Victoria ,Street,WERRINGTON,2747,C&R
8,48,Victoria ,Street,WERRINGTON,2747,C&R
9,48,Victoria ,Street,WERRINGTON,2747,C&R
10,48,Victoria ,Street,WERRINGTON,2747,C&R
11,48,Victoria ,Street,WERRINGTON,2747,C&R
12,48,Victoria ,Street,WERRINGTON,2747,C&R
13,48,Victoria ,Street,WERRINGTON,2747,C&R
14,48,Victoria ,Street,WERRINGTON,2747,C&R
1,49,Victoria ,Street,WERRINGTON,2747,C&R
2,49,Victoria ,Street,WERRINGTON,2747,C&R
3,49,Victoria ,Street,WERRINGTON,2747,C&R
4,49,Victoria ,Street,WERRINGTON,2747,C&R
5,49,Victoria ,Street,WERRINGTON,2747,C&R
6,49,Victoria ,Street,WERRINGTON,2747,C&R
7,49,Victoria ,Street,WERRINGTON,2747,C&R
8,49,Victoria ,Street,WERRINGTON,2747,C&R
9,49,Victoria ,Street,WERRINGTON,2747,C&R
10,49,Victoria ,Street,WERRINGTON,2747,C&R
11,49,Victoria ,Street,WERRINGTON,2747,C&R
12,49,Victoria ,Street,WERRINGTON,2747,C&R
13,49,Victoria ,Street,WERRINGTON,2747,C&R
14,49,Victoria ,Street,WERRINGTON,2747,C&R
1,52,Victoria ,Street,WERRINGTON,2747,C&R
2,52,Victoria ,Street,WERRINGTON,2747,C&R
3,52,Victoria ,Street,WERRINGTON,2747,C&R
4,52,Victoria ,Street,WERRINGTON,2747,C&R
5,52,Victoria ,Street,WERRINGTON,2747,C&R
6,52,Victoria ,Street,WERRINGTON,2747,C&R
7,52,Victoria ,Street,WERRINGTON,2747,C&R
8,52,Victoria ,Street,WERRINGTON,2747,C&R
9,52,Victoria ,Street,WERRINGTON,2747,C&R
10,52,Victoria ,Street,WERRINGTON,2747,C&R
11,52,Victoria ,Street,WERRINGTON,2747,C&R
12,52,Victoria ,Street,WERRINGTON,2747,C&R
13,52,Victoria ,Street,WERRINGTON,2747,C&R
14,52,Victoria ,Street,WERRINGTON,2747,C&R
15,52,Victoria ,Street,WERRINGTON,2747,C&R
16,52,Victoria ,Street,WERRINGTON,2747,C&R
17,52,Victoria ,Street,WERRINGTON,2747,C&R
18,52,Victoria ,Street,WERRINGTON,2747,C&R
19,52,Victoria ,Street,WERRINGTON,2747,C&R
20,52,Victoria ,Street,WERRINGTON,2747,C&R
1,55,Victoria ,Street,WERRINGTON,2747,C&R
2,55,Victoria ,Street,WERRINGTON,2747,C&R
3,55,Victoria ,Street,WERRINGTON,2747,C&R
4,55,Victoria ,Street,WERRINGTON,2747,C&R
5,55,Victoria ,Street,WERRINGTON,2747,C&R
6,55,Victoria ,Street,WERRINGTON,2747,C&R
7,55,Victoria ,Street,WERRINGTON,2747,C&R
8,55,Victoria ,Street,WERRINGTON,2747,C&R
9,55,Victoria ,Street,WERRINGTON,2747,C&R
10,55,Victoria ,Street,WERRINGTON,2747,C&R
11,55,Victoria ,Street,WERRINGTON,2747,C&R
12,55,Victoria ,Street,WERRINGTON,2747,C&R
13,55,Victoria ,Street,WERRINGTON,2747,C&R
14,55,Victoria ,Street,WERRINGTON,2747,C&R
1,56,Victoria ,Street,WERRINGTON,2747,C&R
2,56,Victoria ,Street,WERRINGTON,2747,C&R
3,56,Victoria ,Street,WERRINGTON,2747,C&R
4,56,Victoria ,Street,WERRINGTON,2747,C&R
5,56,Victoria ,Street,WERRINGTON,2747,C&R
6,56,Victoria ,Street,WERRINGTON,2747,C&R
7,56,Victoria ,Street,WERRINGTON,2747,C&R
8,56,Victoria ,Street,WERRINGTON,2747,C&R
9,56,Victoria ,Street,WERRINGTON,2747,C&R
10,56,Victoria ,Street,WERRINGTON,2747,C&R
11,56,Victoria ,Street,WERRINGTON,2747,C&R
12,56,Victoria ,Street,WERRINGTON,2747,C&R
13,56,Victoria ,Street,WERRINGTON,2747,C&R
14,56,Victoria ,Street,WERRINGTON,2747,C&R
15,56,Victoria ,Street,WERRINGTON,2747,C&R
16,56,Victoria ,Street,WERRINGTON,2747,C&R
17,56,Victoria ,Street,WERRINGTON,2747,C&R
18,56,Victoria ,Street,WERRINGTON,2747,C&R
19,56,Victoria ,Street,WERRINGTON,2747,C&R
20,56,Victoria ,Street,WERRINGTON,2747,C&R
21,56,Victoria ,Street,WERRINGTON,2747,C&R
22,56,Victoria ,Street,WERRINGTON,2747,C&R
1,57,Victoria ,Street,WERRINGTON,2747,C&R
2,57,Victoria ,Street,WERRINGTON,2747,C&R
3,57,Victoria ,Street,WERRINGTON,2747,C&R
4,57,Victoria ,Street,WERRINGTON,2747,C&R
5,57,Victoria ,Street,WERRINGTON,2747,C&R
6,57,Victoria ,Street,WERRINGTON,2747,C&R
7,57,Victoria ,Street,WERRINGTON,2747,C&R
8,57,Victoria ,Street,WERRINGTON,2747,C&R
9,57,Victoria ,Street,WERRINGTON,2747,C&R
10,57,Victoria ,Street,WERRINGTON,2747,C&R
11,57,Victoria ,Street,WERRINGTON,2747,C&R
12,57,Victoria ,Street,WERRINGTON,2747,C&R
13,57,Victoria ,Street,WERRINGTON,2747,C&R
14,57,Victoria ,Street,WERRINGTON,2747,C&R
15,57,Victoria ,Street,WERRINGTON,2747,C&R
16,57,Victoria ,Street,WERRINGTON,2747,C&R
1,60,Victoria ,Street,WERRINGTON,2747,C&R
2,60,Victoria ,Street,WERRINGTON,2747,C&R
3,60,Victoria ,Street,WERRINGTON,2747,C&R
4,60,Victoria ,Street,WERRINGTON,2747,C&R
5,60,Victoria ,Street,WERRINGTON,2747,C&R
6,60,Victoria ,Street,WERRINGTON,2747,C&R
7,60,Victoria ,Street,WERRINGTON,2747,C&R
8,60,Victoria ,Street,WERRINGTON,2747,C&R
9,60,Victoria ,Street,WERRINGTON,2747,C&R
10,60,Victoria ,Street,WERRINGTON,2747,C&R
11,60,Victoria ,Street,WERRINGTON,2747,C&R
12,60,Victoria ,Street,WERRINGTON,2747,C&R
13,60,Victoria ,Street,WERRINGTON,2747,C&R
14,60,Victoria ,Street,WERRINGTON,2747,C&R
15,60,Victoria ,Street,WERRINGTON,2747,C&R
1,85,Victoria ,Street,WERRINGTON,2747,C&R
2,85,Victoria ,Street,WERRINGTON,2747,C&R
3,85,Victoria ,Street,WERRINGTON,2747,C&R
4,85,Victoria ,Street,WERRINGTON,2747,C&R
5,85,Victoria ,Street,WERRINGTON,2747,C&R
6,85,Victoria ,Street,WERRINGTON,2747,C&R
7,85,Victoria ,Street,WERRINGTON,2747,C&R
8,85,Victoria ,Street,WERRINGTON,2747,C&R
1,98,Victoria ,Street,WERRINGTON,2747,C&R
2,98,Victoria ,Street,WERRINGTON,2747,C&R
3,98,Victoria ,Street,WERRINGTON,2747,C&R
4,98,Victoria ,Street,WERRINGTON,2747,C&R
5,98,Victoria ,Street,WERRINGTON,2747,C&R
6,98,Victoria ,Street,WERRINGTON,2747,C&R
7,98,Victoria ,Street,WERRINGTON,2747,C&R
8,98,Victoria ,Street,WERRINGTON,2747,C&R
9,98,Victoria ,Street,WERRINGTON,2747,C&R
10,98,Victoria ,Street,WERRINGTON,2747,C&R
11,98,Victoria ,Street,WERRINGTON,2747,C&R
12,98,Victoria ,Street,WERRINGTON,2747,C&R
13,98,Victoria ,Street,WERRINGTON,2747,C&R
14,98,Victoria ,Street,WERRINGTON,2747,C&R
15,98,Victoria ,Street,WERRINGTON,2747,C&R
16,98,Victoria ,Street,WERRINGTON,2747,C&R
17,98,Victoria ,Street,WERRINGTON,2747,C&R
18,98,Victoria ,Street,WERRINGTON,2747,C&R
19,98,Victoria ,Street,WERRINGTON,2747,C&R
20,98,Victoria ,Street,WERRINGTON,2747,C&R
21,98,Victoria ,Street,WERRINGTON,2747,C&R
22,98,Victoria ,Street,WERRINGTON,2747,C&R
23,98,Victoria ,Street,WERRINGTON,2747,C&R
24,98,Victoria ,Street,WERRINGTON,2747,C&R
1,13,Walker ,Street,WERRINGTON,2747,C&R
2,13,Walker ,Street,WERRINGTON,2747,C&R
3,13,Walker ,Street,WERRINGTON,2747,C&R
4,13,Walker ,Street,WERRINGTON,2747,C&R
5,13,Walker ,Street,WERRINGTON,2747,C&R
6,13,Walker ,Street,WERRINGTON,2747,C&R
7,13,Walker ,Street,WERRINGTON,2747,C&R
8,13,Walker ,Street,WERRINGTON,2747,C&R
1,5,Walker ,Street,WERRINGTON,2747,C&R
2,5,Walker ,Street,WERRINGTON,2747,C&R
3,5,Walker ,Street,WERRINGTON,2747,C&R
4,5,Walker ,Street,WERRINGTON,2747,C&R
5,5,Walker ,Street,WERRINGTON,2747,C&R
6,5,Walker ,Street,WERRINGTON,2747,C&R
7,5,Walker ,Street,WERRINGTON,2747,C&R
8,5,Walker ,Street,WERRINGTON,2747,C&R
9,5,Walker ,Street,WERRINGTON,2747,C&R
10,5,Walker ,Street,WERRINGTON,2747,C&R
11,5,Walker ,Street,WERRINGTON,2747,C&R
12,5,Walker ,Street,WERRINGTON,2747,C&R
13,5,Walker ,Street,WERRINGTON,2747,C&R
14,5,Walker ,Street,WERRINGTON,2747,C&R
15,5,Walker ,Street,WERRINGTON,2747,C&R
16,5,Walker ,Street,WERRINGTON,2747,C&R
17,5,Walker ,Street,WERRINGTON,2747,C&R
18,5,Walker ,Street,WERRINGTON,2747,C&R
19,5,Walker ,Street,WERRINGTON,2747,C&R
20,5,Walker ,Street,WERRINGTON,2747,C&R
21,5,Walker ,Street,WERRINGTON,2747,C&R
22,5,Walker ,Street,WERRINGTON,2747,C&R
2,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
3,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
4,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
5,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
6,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
7,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
8,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
9,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
10,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
11,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
12,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
13,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
14,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
15,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
16,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
17,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
18,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
19,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
20,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
21,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
22,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
23,400,Glenmore Parkway,,GLENMORE PARK,2745,C&R
